level,name,duration,range,component,cast_time,desc,class
0,Ray of Frost,1 action,60 feet,VS,Instantaneous, A frigid beam of blue-white light streaks toward a creature within range. Make a ranged spell attack against the target. On a hitit takes 1d8 cold damageand its speed is reduced by 10 feet until the start of your next turn. The spell's damage increases by 1d8 when you reach 5th level (2d8)11th level (3d8)and 17th level (4d8). ,Wizard
0,Shocking Grasp,1 action,Touch,VS,Instantaneous, Lightning springs from your hand to deliver a shock to a creature you try to touch. Make a melee spell attack against the target. You have advantage on the attack roll if the target is wearing armor made of metal. On a hitthe target takes 1d8 lightning damageand it can't take reactions until the start of its next turn. The spell's damage increases by 1d8 when you reach 5th level (2d8)11th level (3d8)and 17th level (4d8).,Wizard
0,True Strike,1 action,30 feet,S,Concentrationup to 1 round, You extend your hand and point a finger at a target in range. Your magic grants you a brief insight into the target's defenses. On your next turnyou gain advantage on your first attack roll against the targetprovided that this spell hasn't ended.,Wizard
1,Alarm (Ritual),1 minute,30 feet,VSM ,8 hours,(a tiny bell and a piece of fine silver wire) You set an alarm against unwanted intrusion. Choose a doora windowor an area within range that is no larger than a 20-foot cube. Until the spell endsan alarm alerts you whenever a tiny or larger creature touches or enters the warded area. When you cast the spellyou can designate creatures that won't set off the alarm. You also choose whether the alarm is mental or audible. A mental alarm alerts you with a ping in your mind if you are within 1 mile of the warded area. This ping awakens you if you are sleeping. An audible alarm produces the sound of a hand bell for 10 seconds within 60 feet.,Wizard
1,Burning Hands,1 action,Self (15-foot cone),VS,Instantaneous, As you hold your hands with thumbs touching and fingers spreada thin sheet of flames shoots forth from your outstretched fingertips. Each creature in a 15-foot cone must make a Dexterity saving throw. A creature takes 3d6 fire damage on a failed saveor half as much damage on a successful one. The fire ignites any flammable objects in the area that aren't being worn or carried. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherthe damage increases by 1d6 for each slot level above 1st.  ,Wizard
1,Charm Person,1 action,30 feet,VS,1 hour, You attempt to charm a humanoid you can see within range. It must make a Wisdom saving throwand does so with advantage if you or your companions are fighting it. If it fails the saving throwit is charmed by you until the spell ends or until you  or your companions do anything harmful to it.The charmed creature regards you as a friendly acquaintance. When the spell endsthe creature knows it was charmed by you. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higheryou can target one additional creature for each slot level above 1st. The creatures must be within 30 feet of each other when you target them.,Wizard
1,Chromatic Orb,1 action,90 feet,VSM ,Instantaneous,(a diamond worth at least 50 gp) You hurl a 4-inch-diameter sphere of energy at a creature that you can see within range. You choose acidcoldfirelightningpoisonor thunder for the type of orb you createand then make a ranged spell attack against the target. If the attack hitsthe creature takes 3d8 damage of the type you chose. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherthe damage increases by 1d8 for each slot level above 1st.,Wizard
1,Color Spray,1 action,Self (15-foot cone),VSM ,1 round,(a pinch of powder or sand that is colored redyellowand blue) A dazzling array of flashingcolored light springs from your hand. Roll 6d10the total is how many hit points of creatures this spell can effect. Creatures in a 15-foot cone originating from you are affected in ascending order of their current hit points (ignoring unconscious creatures and creatures that can't see). Starting with the creature that has the lowest current hit pointseach creature affected by this spell is blinded until the spell ends. Subtract each creature's hit points from the total before moving on to the creature with the next lowest hit points. A creature's hit points must be equal to or less than the remaining total for the creature to be affected. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherroll an additional 2d10 for each slot level above 1st.,Wizard
1,Comprehend Languages (Ritual),1 action,Self,VSM ,1 hour,(a pinch of soot and salt) For the durationyou understand the literal meaning of any spoken language that you hear. You also understand any spoken language that you hear. You also understand any written language that you seebut you must be touching the surface of which the words are written. It takes about 1 minute to read one page of text.  This spell doesn't decode secret messages in a text or glyphsuch as an arcane sigilthat isn't part of a written language. ,Wizard
1,Detect Magic (Ritual),1 action,Self,VS,Concentrationup to 10 minutes, For the durationyou sense the presence of magic within 30 feet of you. If you sense magic in this wayyou can use your action to see a faint aura around any visible creature or object in the area that bears magicand you learn its school of magicif any. The spell can penetrate most barriersbut is blocked by 1 foot of stone1 inch of common metala thin sheet of leador 3 feet of wood or dirt.,Wizard
1,Disguise Self,1 action,Self,VS,1 hour, You make yourself??ncluding your clothingarmorweaponsand other belongings on your person??ook different until the spell ends or until you use your action to dismiss it. You can seem  1 foot shorter or taller and can appear thinfator in between. You can't change your body typeso you must adopt a form that has the same basic arrangement of limbs. Otherwisethe extent of the illusion is up to you. The changes wrought by this spell fail to hold up to physical inspection. For exampleif you use this spell to add a hat to your outfitobjects pass through the hatand anyone who touches it would feel nothing or would feel your head and hair. If you use this spell to appear thinner than you arethe hand of som eone who reaches out to touch you would bump into you while it was seemingly still in midair. To discern that you are disguiseda creature can use its action to inspect your appearance and must succeed on an Intelligence (Investigation) check against your spell save DC.,Wizard
1,Expeditious Retreat,1 bonus action,Self,VS,Concentrationup to 10 minutes, This spell allows you to move at an incredible pace. When you cast this spelland then as a bonus action on each of your turns until the spell endsyou can take the Dash action.,Wizard
1,False Life,1 action,Self,VSM ,1 hour,(a small amount of alcohol or distilled spirits) Bolstering yourself with a necromantic facsimile of lifeyou gain 1d4 + 4 temporary hit points for the duration. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higheryou gain 5 additional temporary hit points for each slot level above 1st.,Wizard
1,Feather Fall,1 reaction,60 feet,VM ,1 minute,(a small feather or piece of down) Reaction: When you or a creature within 60 feet of you falls Choose up to five falling creatures within range. A falling creature's rate of descent slows to 60 feet per round until the spell ends. If the creature lands before the spell endsit takes no falling damage and can land on its feetand the spell ends for that creature.,Wizard
1,Find Familiar (Ritual),1 hour,10 feet,VSM ,Instantaneous,(10 gp worth of charcoalincenseand herbs that must be consumed by fire in a brass brazier) You gain the service of a familiara spirit that takes an animal form you choose: batcatcrabfrog (toad)hawk. lizardoctopusowlpoisonous snakefish (quipper)ratravensea horsespideror weasel. Appearing in an unoccupied space within rangethe familiar has the statistics of the chosen formthough it is a celestialfey or fiend (your choice) instead of a beast. Your familiar acts independently of youbut it always obeys your commands. In combatit rolls its own initiative and acts on its own turn. A familiar can't attackbut it can take other actions as normal. When the familiar drops to 0 hit pointsit disappearsleaving behind no physical form. It reappears after you cast this spell again. While your familiar is within 100 feet of youyou can communicate with it telepathically. Additionallyas an actionyou can see through your familiar's eyes and hear what it hears until the start of your next turngaining the benefits of any special senses that the familiar has. During this timeyou are deaf and blind with regard to your own senses. As an actionyou can temporarily dismiss your familiar. It disappears into a pocket dimension where it awaits you summons. Alternativelyyou can dismiss it forever. As an action while it is temporarily dismissedyou can cause it to reappear in any unoccupied space within 30 feet of you. You can't have more than one familiar at a time. If you cast this spell while you already have a familiaryou instead cause it to adopt a new form. Choose one of the forms from the above list. Your familiar transforms into the chosen creature. Finallywhen you cast a spell with a range of touchyour familiar can deliver the spell as if it had cast the spell. Your familiar must be within 100 feet of youand it must use its reaction to deliver the spell when you cast it. If the spell requires an attack rollyou use your attack modifier for the roll.,Wizard
1,Fog Cloud,1 action,120 feet,VS,Concentrationup to 1 hour, You create a 20-foot-radius sphere of fog centered on a point within range. The sphere spreads around cornersand its area is heavily obscuredIt lasts for the duration or until a wind of moderate or greater speed (at least 10 miles per hour) disperses it. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherthe radius of the fog increases by 20 feet for each slot level above 1st.,Wizard
1,Grease,1 action,60 feet,VSM ,1 minute,(a bit of pork rind or butter) Slick grease covers the ground in a 10-foot square centered on a point within range and turns it into difficult terrain for the duration. When the grease appearseach creature standing in its area must succeed on a Dexterity saving throw or fall prone. A creature that enters the area or ends its turn there must also succeed on a Dexterity saving throw or fall prone.,Wizard
1,Identify (Ritual),1 minute,Touch,VSM ,Instantaneous,(a pearl worth at least 100 gp and an owl feather) You choose one object that you must touch throughout the casting of the spell. If it is a magic item or some other magic-imbued objectyou learn its properties and how to use themwhether it requires attunement to useand how many charges it hasif any. You learn whether any spells are affecting the item and what they are. If the item was created by a spellyou learn which spell created it. If you instead touch a creature throughout the castingyou learn what spellsif anyare currently affecting it. ,Wizard
1,Illusory Script (Ritual),1 minute,Touch,SM ,10 days,(a lead-based ink worth at least 10 gpwhich the spell consumes) You write on parchmentpaperor some other suitable writing material and imbue it with a potent illusion that lasts for the duration. To you and any creatures you designate when you cast the spellthe writing appears normalwritten in your handand conveys whatever meaning you intended when you wrote the text. To all othersthe writing appears as if it were written in an unknown or magical script that is unintelligible. Alternativelyyou can cause the writing to appear to be an entirely different messagewritten in a different hand and languagethough the language must be one you know. Should the spell be dispelledthe original script and the illusion both disappear. A creature with truesight can read the hidden message.,Wizard
1,Jump,1 action,Touch,VSM ,1 minute,(a grasshopper's hind leg) You touch a creature. The creature's jump distance is tripled until the spell ends.,Wizard
1,Longstrider,1 action,Touch,VSM ,1 hour,(a pinch of dirt) You touch a creature. The target's speed increases by 10 feet until the spell ends. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higheryou can target one additional creature for each slot level above 1st.,Wizard
1,Mage Armor,1 action,Touch,VSM ,8 hours,(a piece of cured leather) You touch a willing creature who isn't wearing armorand a protective magical force surrounds it until the spell ends. The target's base AC becomes 13 + its Dexterity modifier. The spell ends it if the target dons armor or if you dismiss the spell as an action.,Wizard
1,Magic Missile,1 action,120 feet,VS,Instantaneous, You create three glowing dars of magical force. Each dart hits a creature of your choice that you can see within range. A dart deals 1d4 + 1 force damage to its target. THe darts all strike simultaneously and you can direct them to hit one creature or several.   At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherthe spell creates one more dart for each slot above 1st.,Wizard
1,Protection from Evil and Good,1 action,Touch,VSM ,Concentrationup to 10 minutes,(holy water or powdered silver and ironwhich the spell consumes) Until the spell endsone willing creature you touch is protected against certain types of creatures: aberrationscelestialselementalsfeyfiendsand undead. The protection grants several benefits. Creatures of those types have disadvantage on attack rolls against the target. The target also can't be charmedfrightenedor possessed by them. If the target is already charmedfrightenedor possessed by such a creaturethe target has advantage on any new saving throw against the relevant effect.,Wizard
1,Ray of Sickness,1 action,60 feet,VS,Instantaneous, A ray of sickening greenish energy lashes out toward a creature within range. Make a ranged spell attack against the target. On a hitthe target takes 2d8 poison damage and must make a Constitution saving throw. On a failed saveit is also poisoned until the end of your next turn. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherthe damage increases by 1d8 for each slot level above 1st. ,Wizard
1,Shield,1 reaction,Self,VS,1 round, Reaction trigger: You are hit by an attack or targeted by the magic missile spell An invisible barrier of magical force appears and protects you. Until the start of your next turnyou have a +5 bonus to ACincluding against the triggering attackand you take no damage from magic missile.,Wizard
1,Silent Image,1 action,60 feet,VSM ,Concentrationup to 10 minute,(a bit of fleece) You create the image of an objecta creatureor some other visible phenomenon that is no larger than a 15-foot cube. The image appears at a spot within range and lasts for the duration. The image is purely visualit isn't accompanied by soundsmellor other sensory effects. You can use your action to cause the image to move to any spot within range. As the image changes locationyou can alter its appearance so that its movements appear natural for the image. For exampleif you create an image of a creature and move ityou can alter the image so that it appears to be walking. Physical interaction with the image reveals it to be an illusionbecause things can pass through it. A creature that uses its action to examine the image can determine that it is an illusion with a successful Intelligence (Investigation) check against your spell save DC. If a creature discerns the illusion for what it isthe creature can see through the image.,Wizard
1,Sleep,1 action,90 feet,VSM ,1 minute,(a pinch of find sandrose petalsor a cricket) This spell sends creatures into a magical slumber. Roll 5d8the total is how many hit points of creatures this spell can affect. Creatures within 20 feet ofa point you choose within range are affected in ascending order of their current hit points (ignoring unconscious creatures). Starting with the creature that has the lowest current hit pointseach creature affected by this spell falls unconscious until the spell endsthe sleeper takes damageor someone uses an action to shake or slap the sleeper awake. Subtract each creature's hit points from the total before moving on to the creature with the next lowest hit points. A creature's hit points must be equal to or less than the remaining total for that creature to be affected. Undead and creatures immune to being charmed aren't affected by this spell. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherroll an additional 2d8 for each slot level above 1st.,Wizard
1,Tasha's Hideous Laughter,1 action,30 feet,VSM ,Concentrationup to 1 minute,(tiny tarts and a feather that is waved in the air)    A creature of your choice that you can see within range perceives everything as hilariously funny and falls into fits of laughter if this spell affects it. The target must succeed on a Wisdom saving throw or fall pronebecoming incapacitated and unable to stand up for the duration. A creature with an Intelligence score of 4 or less isn't affected. <br>  At the end of each of its turnsand each time it takes damagethe target can make another Wisdom saving throw. The target has advantage on the saving throw ifit's triggered by damage. On a successthe spell ends. ,Wizard
1,Tenser's Floating Disk (Ritual),1 action,30 feet,VSM ,1 hour,(a drop of mercury) This spell creates a circularhorizontal plane of force3 feet in diameter and 1 inch thickthat floats 3 feet above the ground in an unoccupied space of your choice that you can see within range. The disk remains for the durationand can hold up to 500 pounds. If more weight is placed on itthe spell endsand everything on the disk falls to the ground. The disk is immobile while you are within 20 feet of it. If you move more than 20 feet away from itthe disk follows you so that it remains within 20 feet of you. It can more across uneven terrainup or down stairsslopes and the likebut it can't cross an elevation change of 10 feet or more. For examplethe disk can't move across a 10-foot-deep pitnor could it leave such a pit if it was created at the bottom. If you move more than 100 feet from the disk (typically because it can't move around an obstacle to follow you)the spell ends.,Wizard
1,Thunderwave,1 action,Self (15-foot cube),VS,Instantaneous, A wave of thunderous force sweeps out from you. Each creature in a 15-foot cube originating from you must make a Constitution saving throw. On a failed savea creature takes 2d8 thunder damage and is pushed 10 feet away from you. On a successful savethe creature takes half as much damage and isn't pushed. In additionunsecured objects that are completely within the area of effect are automatically pushed 10 feet away from you by the spell's effectand the spell emits a thunderous boom audible out to 300 feet. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherthe damage increases by 1d8 for each slot level above 1st.,Wizard
1,Unseen Servant (Ritual),1 action,60 feet,VSM ,1 hour,(a piece of string and a bit of wood) This spell creates an invisiblemindlessshapeless force that performs simple tasks at your command until the spell ends. The servant springs into existence in an unoccupied space on the ground within range. It has AC 101 hit pointand a Strength of 2and it can't attack. If it drops to 0 hit pointsthe spell ends. Once on each of your turns as a bonus actionyou can mentally command the servant to move up to 15 feet and inteact with an object. The servant can perform simple tasks that a human servant could dosuch as fetching thingscleaningmendingfolding clotheslighting firesserving foodand pouring wine. Once yougive the commandthe servant performs the task to the best of its ability until it completes the taskthen waits for your next command. If you command the servant to perform a task that would move it more than 60 feet away from youthe spell ends.,Wizard
1,Witch Bolt,1 action,30 feet,VSM ,Concentrationup to 1 minute,(a twig from a tree that has been struck by lightning) A beam of cracklingblue energy lances out toward a creature within rangeforming a sustained arc of lightning between you and the target. Make a ranged spell attack against that creature. On a hitthe target takes 1d12 lightning damageand on each of your turns for the durationyou can use your action to deal 1d12 lightning damage to the target automatically. The spell ends if you use your action to do anything else. The spell also ends if the target is ever outside the spell's range or if it has total cover from you. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherthe initial damage increases by 1d12 for each slot level above 1st.,Wizard
2,Alter Self,1 action,Self,VS,Concentrationup to 1 hour,You assume a different form. When you cast the spellchoose one of the following optionsthe effects of which last for the duration of the spell. While the spell lastsyou can end one option as an action to gain the benefits of a different one. Aquatic Adaptation. You adapt your body to an aquatic environmentsprouting gillsand growing webbing between your fingers. You can breathe underwater and gain a swimming speed equal to your walking speed. Change Appearance. You transform your appearnce. You decide what you look likeincluding your heightweightfacial featuressound of your voicehair lengthcolorationand distinguishing characteristicsif any. You can make yourself appear as a member of another racethough none of your statistics change. You also don't appear as a creature of a different size than youand your basic shape stays the sameif you're bipedalyou can't use this spell to become quadrupedalfor instance. At any time for the duration of the spellyou can use your action to change your appearnce in this way again. Natural Weapons. You grow clawsfangsspineshornsor a different natural weapon of your choice. Your unarmed strikes deal 1d6 bludgeoningpiercingor slashing damageas appropriate to the natural weapon you choseand you are proficient with you unarmed strikes. Finallythe natural weapon is magic and you have a +1 bonus to the attack and damage rolls you make using it.,Wizard
2,Arcane Lock,1 action,Touch,VSM ,Until dispelled,(gold dust worth at least 25 gpwhich the spell consumes)    You touch a closed doorwindowgatechestor other entrywayand it becomes locked for the duration. You and the creatures you designate when you cast this spell can open the object normally. You can also set a password thatwhen spoken within 5 feet of the objectsuppresses this spell for 1 minute. Otherwiseit is impassable until it is broken or the spell is dispelled or suppressed. Casting knock on the object suppresses arcane lock for 10 minutes.    While affected by this spellthe object is more difficult to break or force open,Wizard
2,Blindness/Deafness,1 action,30 feet,V,1 minute, You can blind or deafen a foe. Choose one creature that you can see within range to make a Constitution saving throw. If it failsthe target is either blinded or deafened (your choice) for the duration. At the end of each of its turnsthe target can make a Constitution saving throw. On a successthe spell ends. At Higher Levels. When you cast this spell using a spell slot of 3rd or higheryou can taget one additiona creature for each slot level above 2nd.,Wizard
2,Blur,1 action,Self,V,Concentrationup to 1 minute, Your body becomes blurredshifting and wavering to all who can see you. For the durationany creature has disadvantage on attack rolls against you. An attacker is immune to this effect if it doesnt rely on sightas with blindsightor can see through illusionsas with truesight.,Wizard
2,Cloud of Daggers,1 action,60 feet,VSM ,Concentrationup to 1 minute,(a sliver of glass) You fill the air with spinning daggers in a cube 5 feet on each sidecentered on a point you choose within range. A creature takes 4d4 slashing damage when it enters the spell's area for the first time on a turn or starts its turn there. At Higher Levels. when you cast this spell using a spell slot of 3rd level or higherthe damage increases by 2d4 for each slot level above 2nd.,Wizard
2,Continual Flame,1 action,Touch,VSM ,Until dispelled,(ruby dust worth 50 gpwhich the spell consumes) A flameequivalent in brightness to a torchsprings forth from an object that you touch. The effect looks like a regular flamebut it creates no heat and doesn't use oxygen. A continual flame can be covered or hidden but not smothered or quenched. ,Wizard
2,Crown of Madness,1 action,120 feet,VS,Concentrationup to 1 minute, One humanoid of your choice that you can see within range must succeed on a W isdom saving throw or become charmed by you for the duration. While the target is charmed in this waya twisted crown of jagged iron appears on its headand a madness glows in its eyes. The charmed target must use its action before moving on each of its turns to make a melee attack against a creature other than itself that you mentally choose. The target can act normally on its turn if you choose no creature or if none are within its reach. On your subsequent turnsyou must use your action to maintain control over the targetor the spell ends. Alsothe target can make a Wisdom saving throw at the end of each of its turns. On a successthe spell ends.,Wizard
2,Darkness,1 action,60 feet,VM ,Concentrationup to 10 minutes,(bat fur and a drop of pitch or piece of coal) Magical darkness spreads from a point you choose within range to fill a 15-foot radius sphere for the duration. The darkness spreads around corners. A creature with darkvision can't see through this darknessand nonmagical light can't illuminate it. If the point you choose is on an object you are holding or one that isn't being worn or carriedthe darkness emanates from the object and moves with it. Completely covering the source of the darkness with an opaque objectsuch as a bowl or a helmblocks the darkness. If any of this spell's area overlaps with an area of light created by a spell of 2nd level or lowerthe spell that created the light is dispelled.,Wizard
2,Darkvision,1 action,Touch,VSM ,8 hours,(either a pinch of dried carrot or an agate) You touch a willing creature to grant it the ability to see in the dark. For the durationthat creature has darkvision out to a range of 60 feet.,Wizard
2,Detect Thoughts,1 action,Self,VSM ,Concentrationup to 1 minute,(a copper piece) For the durationyou can read the thoughts of certain creatures. When you cast the spell and as your action on each turn until the spell endsyou can focus your mind on any one creature that you can see within 30 feet of you. If the creature you choose has an Intelligence of 3 or lower or doesn't speak any languagethe creature is unaffected. You initially learn the surface thoughts of the creature - what is most on its mind in that moment. As an actionyou can either shift your attention to another creature's thoughts or attempt to probe deeper into the same creature's mind. If you probe deeperthe target must make a Wisdom saving throw. If it failsyou gain insight into its reasoning (if any)its emotional stateand something that looms large in its mind (such as something it worries overlovesor hates). If it succeedsthe spell ends. Either waythe target knows that you are probing into its mindand unless you shift your attention to another creatures thoughtsthe creature can use its action on its turn to make an Intelligence check contested by your Intelligence checkif it succeedsthe spell ends. Questions verbally directed at the target creature naturally shape the course of its thoughtsso this spell is particularly effective as part of an interrogation. You can also use this spell to detect the presence of thinking creatures you can't see. When you cast the spell or as your action during the durationyou can search for thoughts within 30 feet of you. The spell can penetrate barriersbut 2 feet of rock2 inches of any metal other than leador a thin sheet of lead blocks you. You can't detect a creature with an Intelligence of 3 or lower or one that doesn't speak any language. Once you detect the presence of a creature in this wayyou can read its thoughts for the rest of the duration as described aboveeven if you can't see itbut it must still be within range.,Wizard
2,Enlarge/Reduce,1 action,30 feet,VSM ,Concentrationup to 1 minute,(a pinch of powdered iron) You cause a creature or an object you can see within range to grow larger or smaller for the duration. Choose either a creature or an object that is neither worn nor carried. If the target is unwillingit can make a Constitution saving throw. On a successthe spell has no effect. If the target is a creatureeverything it is wearing and carrying changes size with it. Any item dropped by an affected creature returns to normal size at once. Enlarge. The target's size doubles in all dimensionsand its weight is multiplied by eight. This growth increases its size by one category - from Medium to Largefor example. If there isn't enough room for the target to double its sizethe creature or object attains the maximum possible sizei n the space available. Until the spell endsthe target also has advantage on Strength checks and Strength saving throws. The target's weapons also grow to match its new size. While these weapons are enlargedthe target's attack with them deal 1d4 extra damage. Reduce. The target's size is halved in all dimensionsand its weight is reduced to one-eighth of normal. This reduction decreases its size by one category - from Medium to Smallfor example. Until the spell endsthe target also has disadvantage on Strength checks and Strength saving throws. The target's weapons also shrink to match its new size. While these weapons are reducedthe target's attacks with them deal 1d4 less damage (this can't reduce the damage below 1).,Wizard
2,Flaming Sphere,1 action,60 feet,VSM ,Concentrationup to 1 minute,(a bit of tallowa pinch of brimstoneand a dusting of powdered iron) A 5-foot-diameter sphere of fire appears in an unoccupied space of your choice within range and lasts for the duration. Any creature that ends its turn within 5 feet of the sphere must make a Dexterity saving throw. The creature takes 2d6 fire damage on a failed saveor half as much damage on a successful one. As a bonus actionyou can move the sphere up to 30 feet. If you ram the sphere into a creaturethat creature must make the saving throw against the sphere's damageand the sphere stops moving this turn. When you move the sphereyou can direct it over barriers up to 5 feet tall and jump it across pits up to 10 feet wide. The sphere ignites flammable objects not being worn or carriedand it sheds bright light in a 20-foot radius and dim light for an additional 20 feet. At Higher Levels. When you cast this spell using a spell slot of 3rd level or higherthe damage increases by 1d6 for each slot level above 2nd.,Wizard
2,Gentle Repose (Ritual),1 action,Touch,VSM ,10 days,(a pinch of salt and one copper piece placed on each of the corpse's eyeswhich must remain there for the duration) You touch a corpse or other remains. For the durationthe target is protected from decay and can't become undead. The spell also effectively extends the time limit on raising the target from the deadsince days spent under the influence of this spell don't count against the time limit of spells such as raise dead.,Wizard
