level,name,duration,range,component,cast_time,desc,class
0,Minor Illusion,1 action,30 feet,SM ,1 minute,(a bit of fleece) You create a sound or an image of an object within range that lasts for the duration. The illusion also ends if you dismiss it as an action or cast this spell again. If you create a soundits volume can range from a whisper to a scream. It can be your voicesomeone else's voicea lion's roara beating of drumsor any other sound you choose. The sound continues unabated throughout the durationor you can make discrete sounds at different times before the spell ends. If you create an image of an object??uch as a chairmuddy footprintsor a small chest??t must be no larger than a 5-foot cube. The image can't create soundlightsmellor any other sensory effect. Physical interaction with the image reveals it to be an illusionbecause things can pass through it. If a creature uses its action to examine the sound or imagethe creature can determine that it is an illusion with a successful Intelligence (Investigation) check against your spell save DC. If a creature discerns the illusion for what it isthe illusion becomes faint to the creature.,Sorcerer
0,Poison Spray,1 action,10 feet,VS,Instantaneous, You extend your hand toward a creature you can see within range and project a puff of noxious gas from your palm. The creature must succeed on a Constitution saving throw or take 1d12 poison damage. This spell's damage increases by 1d12 when you reach 5th level (2d12)11th level (3d12)and 17th level (4d12).,Sorcerer
0,Prestidigitation,1 action,10 feet,VS,Up to 1 hour, This spell is a minor magical trick that novice spellcasters use for practice. You create one of the following magical effects within range: <br>-You create an instantaneousharmless sensory effectsuch as a shower of sparksa puff of windfaint musical notesor an odd odor. <br>-You instantaneously light or snuff out a candlea torchor a small campfire. <br>-You instantaneously clean or soil an object no larger than 1 cubic foot. <br>-You chillwarmor flavor up to 1 cubic foot of nonliving material for 1 hour. <br>-You make a colora small markor a symbol appear on an object or a surface for 1 hour. <br>-You create a nonmagical trinket or an illusory image that can fit in your hand and that lasts until the end of your next turn. If you cast this spell multiple timesyou can have up to three of its non-instantaneous effects active at a timeand you can dismiss such an effect as an action.,Sorcerer
0,Ray of Frost,1 action,60 feet,VS,Instantaneous, A frigid beam of blue-white light streaks toward a creature within range. Make a ranged spell attack against the target. On a hitit takes 1d8 cold damageand its speed is reduced by 10 feet until the start of your next turn. The spell's damage increases by 1d8 when you reach 5th level (2d8)11th level (3d8)and 17th level (4d8). ,Sorcerer
0,Shocking Grasp,1 action,Touch,VS,Instantaneous, Lightning springs from your hand to deliver a shock to a creature you try to touch. Make a melee spell attack against the target. You have advantage on the attack roll if the target is wearing armor made of metal. On a hitthe target takes 1d8 lightning damageand it can't take reactions until the start of its next turn. The spell's damage increases by 1d8 when you reach 5th level (2d8)11th level (3d8)and 17th level (4d8).,Sorcerer
0,True Strike,1 action,30 feet,S,Concentrationup to 1 round, You extend your hand and point a finger at a target in range. Your magic grants you a brief insight into the target's defenses. On your next turnyou gain advantage on your first attack roll against the targetprovided that this spell hasn't ended.,Sorcerer
1,Burning Hands,1 action,Self (15-foot cone),VS,Instantaneous, As you hold your hands with thumbs touching and fingers spreada thin sheet of flames shoots forth from your outstretched fingertips. Each creature in a 15-foot cone must make a Dexterity saving throw. A creature takes 3d6 fire damage on a failed saveor half as much damage on a successful one. The fire ignites any flammable objects in the area that aren't being worn or carried. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherthe damage increases by 1d6 for each slot level above 1st.  ,Sorcerer
1,Charm Person,1 action,30 feet,VS,1 hour, You attempt to charm a humanoid you can see within range. It must make a Wisdom saving throwand does so with advantage if you or your companions are fighting it. If it fails the saving throwit is charmed by you until the spell ends or until you  or your companions do anything harmful to it.The charmed creature regards you as a friendly acquaintance. When the spell endsthe creature knows it was charmed by you. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higheryou can target one additional creature for each slot level above 1st. The creatures must be within 30 feet of each other when you target them.,Sorcerer
1,Chromatic Orb,1 action,90 feet,VSM ,Instantaneous,(a diamond worth at least 50 gp) You hurl a 4-inch-diameter sphere of energy at a creature that you can see within range. You choose acidcoldfirelightningpoisonor thunder for the type of orb you createand then make a ranged spell attack against the target. If the attack hitsthe creature takes 3d8 damage of the type you chose. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherthe damage increases by 1d8 for each slot level above 1st.,Sorcerer
1,Color Spray,1 action,Self (15-foot cone),VSM ,1 round,(a pinch of powder or sand that is colored redyellowand blue) A dazzling array of flashingcolored light springs from your hand. Roll 6d10the total is how many hit points of creatures this spell can effect. Creatures in a 15-foot cone originating from you are affected in ascending order of their current hit points (ignoring unconscious creatures and creatures that can't see). Starting with the creature that has the lowest current hit pointseach creature affected by this spell is blinded until the spell ends. Subtract each creature's hit points from the total before moving on to the creature with the next lowest hit points. A creature's hit points must be equal to or less than the remaining total for the creature to be affected. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherroll an additional 2d10 for each slot level above 1st.,Sorcerer
1,Comprehend Languages (Ritual),1 action,Self,VSM ,1 hour,(a pinch of soot and salt) For the durationyou understand the literal meaning of any spoken language that you hear. You also understand any spoken language that you hear. You also understand any written language that you seebut you must be touching the surface of which the words are written. It takes about 1 minute to read one page of text.  This spell doesn't decode secret messages in a text or glyphsuch as an arcane sigilthat isn't part of a written language. ,Sorcerer
1,Detect Magic (Ritual),1 action,Self,VS,Concentrationup to 10 minutes, For the durationyou sense the presence of magic within 30 feet of you. If you sense magic in this wayyou can use your action to see a faint aura around any visible creature or object in the area that bears magicand you learn its school of magicif any. The spell can penetrate most barriersbut is blocked by 1 foot of stone1 inch of common metala thin sheet of leador 3 feet of wood or dirt.,Sorcerer
1,Disguise Self,1 action,Self,VS,1 hour, You make yourself??ncluding your clothingarmorweaponsand other belongings on your person??ook different until the spell ends or until you use your action to dismiss it. You can seem  1 foot shorter or taller and can appear thinfator in between. You can't change your body typeso you must adopt a form that has the same basic arrangement of limbs. Otherwisethe extent of the illusion is up to you. The changes wrought by this spell fail to hold up to physical inspection. For exampleif you use this spell to add a hat to your outfitobjects pass through the hatand anyone who touches it would feel nothing or would feel your head and hair. If you use this spell to appear thinner than you arethe hand of som eone who reaches out to touch you would bump into you while it was seemingly still in midair. To discern that you are disguiseda creature can use its action to inspect your appearance and must succeed on an Intelligence (Investigation) check against your spell save DC.,Sorcerer
1,Expeditious Retreat,1 bonus action,Self,VS,Concentrationup to 10 minutes, This spell allows you to move at an incredible pace. When you cast this spelland then as a bonus action on each of your turns until the spell endsyou can take the Dash action.,Sorcerer
1,False Life,1 action,Self,VSM ,1 hour,(a small amount of alcohol or distilled spirits) Bolstering yourself with a necromantic facsimile of lifeyou gain 1d4 + 4 temporary hit points for the duration. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higheryou gain 5 additional temporary hit points for each slot level above 1st.,Sorcerer
1,Feather Fall,1 reaction,60 feet,VM ,1 minute,(a small feather or piece of down) Reaction: When you or a creature within 60 feet of you falls Choose up to five falling creatures within range. A falling creature's rate of descent slows to 60 feet per round until the spell ends. If the creature lands before the spell endsit takes no falling damage and can land on its feetand the spell ends for that creature.,Sorcerer
1,Fog Cloud,1 action,120 feet,VS,Concentrationup to 1 hour, You create a 20-foot-radius sphere of fog centered on a point within range. The sphere spreads around cornersand its area is heavily obscuredIt lasts for the duration or until a wind of moderate or greater speed (at least 10 miles per hour) disperses it. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherthe radius of the fog increases by 20 feet for each slot level above 1st.,Sorcerer
1,Jump,1 action,Touch,VSM ,1 minute,(a grasshopper's hind leg) You touch a creature. The creature's jump distance is tripled until the spell ends.,Sorcerer
1,Mage Armor,1 action,Touch,VSM ,8 hours,(a piece of cured leather) You touch a willing creature who isn't wearing armorand a protective magical force surrounds it until the spell ends. The target's base AC becomes 13 + its Dexterity modifier. The spell ends it if the target dons armor or if you dismiss the spell as an action.,Sorcerer
1,Magic Missile,1 action,120 feet,VS,Instantaneous, You create three glowing dars of magical force. Each dart hits a creature of your choice that you can see within range. A dart deals 1d4 + 1 force damage to its target. THe darts all strike simultaneously and you can direct them to hit one creature or several.   At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherthe spell creates one more dart for each slot above 1st.,Sorcerer
1,Ray of Sickness,1 action,60 feet,VS,Instantaneous, A ray of sickening greenish energy lashes out toward a creature within range. Make a ranged spell attack against the target. On a hitthe target takes 2d8 poison damage and must make a Constitution saving throw. On a failed saveit is also poisoned until the end of your next turn. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherthe damage increases by 1d8 for each slot level above 1st. ,Sorcerer
1,Shield,1 reaction,Self,VS,1 round, Reaction trigger: You are hit by an attack or targeted by the magic missile spell An invisible barrier of magical force appears and protects you. Until the start of your next turnyou have a +5 bonus to ACincluding against the triggering attackand you take no damage from magic missile.,Sorcerer
1,Silent Image,1 action,60 feet,VSM ,Concentrationup to 10 minute,(a bit of fleece) You create the image of an objecta creatureor some other visible phenomenon that is no larger than a 15-foot cube. The image appears at a spot within range and lasts for the duration. The image is purely visualit isn't accompanied by soundsmellor other sensory effects. You can use your action to cause the image to move to any spot within range. As the image changes locationyou can alter its appearance so that its movements appear natural for the image. For exampleif you create an image of a creature and move ityou can alter the image so that it appears to be walking. Physical interaction with the image reveals it to be an illusionbecause things can pass through it. A creature that uses its action to examine the image can determine that it is an illusion with a successful Intelligence (Investigation) check against your spell save DC. If a creature discerns the illusion for what it isthe creature can see through the image.,Sorcerer
1,Sleep,1 action,90 feet,VSM ,1 minute,(a pinch of find sandrose petalsor a cricket) This spell sends creatures into a magical slumber. Roll 5d8the total is how many hit points of creatures this spell can affect. Creatures within 20 feet ofa point you choose within range are affected in ascending order of their current hit points (ignoring unconscious creatures). Starting with the creature that has the lowest current hit pointseach creature affected by this spell falls unconscious until the spell endsthe sleeper takes damageor someone uses an action to shake or slap the sleeper awake. Subtract each creature's hit points from the total before moving on to the creature with the next lowest hit points. A creature's hit points must be equal to or less than the remaining total for that creature to be affected. Undead and creatures immune to being charmed aren't affected by this spell. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherroll an additional 2d8 for each slot level above 1st.,Sorcerer
1,Thunderwave,1 action,Self (15-foot cube),VS,Instantaneous, A wave of thunderous force sweeps out from you. Each creature in a 15-foot cube originating from you must make a Constitution saving throw. On a failed savea creature takes 2d8 thunder damage and is pushed 10 feet away from you. On a successful savethe creature takes half as much damage and isn't pushed. In additionunsecured objects that are completely within the area of effect are automatically pushed 10 feet away from you by the spell's effectand the spell emits a thunderous boom audible out to 300 feet. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherthe damage increases by 1d8 for each slot level above 1st.,Sorcerer
1,Witch Bolt,1 action,30 feet,VSM ,Concentrationup to 1 minute,(a twig from a tree that has been struck by lightning) A beam of cracklingblue energy lances out toward a creature within rangeforming a sustained arc of lightning between you and the target. Make a ranged spell attack against that creature. On a hitthe target takes 1d12 lightning damageand on each of your turns for the durationyou can use your action to deal 1d12 lightning damage to the target automatically. The spell ends if you use your action to do anything else. The spell also ends if the target is ever outside the spell's range or if it has total cover from you. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higherthe initial damage increases by 1d12 for each slot level above 1st.,Sorcerer
2,Alter Self,1 action,Self,VS,Concentrationup to 1 hour,You assume a different form. When you cast the spellchoose one of the following optionsthe effects of which last for the duration of the spell. While the spell lastsyou can end one option as an action to gain the benefits of a different one. Aquatic Adaptation. You adapt your body to an aquatic environmentsprouting gillsand growing webbing between your fingers. You can breathe underwater and gain a swimming speed equal to your walking speed. Change Appearance. You transform your appearnce. You decide what you look likeincluding your heightweightfacial featuressound of your voicehair lengthcolorationand distinguishing characteristicsif any. You can make yourself appear as a member of another racethough none of your statistics change. You also don't appear as a creature of a different size than youand your basic shape stays the sameif you're bipedalyou can't use this spell to become quadrupedalfor instance. At any time for the duration of the spellyou can use your action to change your appearnce in this way again. Natural Weapons. You grow clawsfangsspineshornsor a different natural weapon of your choice. Your unarmed strikes deal 1d6 bludgeoningpiercingor slashing damageas appropriate to the natural weapon you choseand you are proficient with you unarmed strikes. Finallythe natural weapon is magic and you have a +1 bonus to the attack and damage rolls you make using it.,Sorcerer
2,Blindness/Deafness,1 action,30 feet,V,1 minute, You can blind or deafen a foe. Choose one creature that you can see within range to make a Constitution saving throw. If it failsthe target is either blinded or deafened (your choice) for the duration. At the end of each of its turnsthe target can make a Constitution saving throw. On a successthe spell ends. At Higher Levels. When you cast this spell using a spell slot of 3rd or higheryou can taget one additiona creature for each slot level above 2nd.,Sorcerer
2,Blur,1 action,Self,V,Concentrationup to 1 minute, Your body becomes blurredshifting and wavering to all who can see you. For the durationany creature has disadvantage on attack rolls against you. An attacker is immune to this effect if it doesnt rely on sightas with blindsightor can see through illusionsas with truesight.,Sorcerer
2,Cloud of Daggers,1 action,60 feet,VSM ,Concentrationup to 1 minute,(a sliver of glass) You fill the air with spinning daggers in a cube 5 feet on each sidecentered on a point you choose within range. A creature takes 4d4 slashing damage when it enters the spell's area for the first time on a turn or starts its turn there. At Higher Levels. when you cast this spell using a spell slot of 3rd level or higherthe damage increases by 2d4 for each slot level above 2nd.,Sorcerer
2,Crown of Madness,1 action,120 feet,VS,Concentrationup to 1 minute, One humanoid of your choice that you can see within range must succeed on a W isdom saving throw or become charmed by you for the duration. While the target is charmed in this waya twisted crown of jagged iron appears on its headand a madness glows in its eyes. The charmed target must use its action before moving on each of its turns to make a melee attack against a creature other than itself that you mentally choose. The target can act normally on its turn if you choose no creature or if none are within its reach. On your subsequent turnsyou must use your action to maintain control over the targetor the spell ends. Alsothe target can make a Wisdom saving throw at the end of each of its turns. On a successthe spell ends.,Sorcerer
2,Darkness,1 action,60 feet,VM ,Concentrationup to 10 minutes,(bat fur and a drop of pitch or piece of coal) Magical darkness spreads from a point you choose within range to fill a 15-foot radius sphere for the duration. The darkness spreads around corners. A creature with darkvision can't see through this darknessand nonmagical light can't illuminate it. If the point you choose is on an object you are holding or one that isn't being worn or carriedthe darkness emanates from the object and moves with it. Completely covering the source of the darkness with an opaque objectsuch as a bowl or a helmblocks the darkness. If any of this spell's area overlaps with an area of light created by a spell of 2nd level or lowerthe spell that created the light is dispelled.,Sorcerer
2,Darkvision,1 action,Touch,VSM ,8 hours,(either a pinch of dried carrot or an agate) You touch a willing creature to grant it the ability to see in the dark. For the durationthat creature has darkvision out to a range of 60 feet.,Sorcerer
2,Detect Thoughts,1 action,Self,VSM ,Concentrationup to 1 minute,(a copper piece) For the durationyou can read the thoughts of certain creatures. When you cast the spell and as your action on each turn until the spell endsyou can focus your mind on any one creature that you can see within 30 feet of you. If the creature you choose has an Intelligence of 3 or lower or doesn't speak any languagethe creature is unaffected. You initially learn the surface thoughts of the creature - what is most on its mind in that moment. As an actionyou can either shift your attention to another creature's thoughts or attempt to probe deeper into the same creature's mind. If you probe deeperthe target must make a Wisdom saving throw. If it failsyou gain insight into its reasoning (if any)its emotional stateand something that looms large in its mind (such as something it worries overlovesor hates). If it succeedsthe spell ends. Either waythe target knows that you are probing into its mindand unless you shift your attention to another creatures thoughtsthe creature can use its action on its turn to make an Intelligence check contested by your Intelligence checkif it succeedsthe spell ends. Questions verbally directed at the target creature naturally shape the course of its thoughtsso this spell is particularly effective as part of an interrogation. You can also use this spell to detect the presence of thinking creatures you can't see. When you cast the spell or as your action during the durationyou can search for thoughts within 30 feet of you. The spell can penetrate barriersbut 2 feet of rock2 inches of any metal other than leador a thin sheet of lead blocks you. You can't detect a creature with an Intelligence of 3 or lower or one that doesn't speak any language. Once you detect the presence of a creature in this wayyou can read its thoughts for the rest of the duration as described aboveeven if you can't see itbut it must still be within range.,Sorcerer
2,Enhance Ability,1 action,Touch,VSM ,Concentrationup to 1 hour,(fur or a feather from a beast) You touch a creature and bestow upon it a magical enhancement. Choose one of the following effects: the target gains the effect until the spell ends.<br>- Bear's Endurance. The target has advantage on Constitution checks. It also gains 2d6 temporary hit pointswhich are lost when the spell ends.<br>- Bull's Strength. The target has advantage on Strength checksand his or her carrying capacity doubles.<br> Cat's Grace. The target has advantage on Dexterity checks. It also doesn't take damage from falling 20 feet or less if it isn't incapacitated.<br>- Eagle's Splendor. The target has advantage on Charisma checks.<br>- Fox's Cunning. The target thas advantage on Intelligence checks.<br>- Owl's Wisdom. The target has advantage on Wisdom checks.<br> At Higher Levels. When you cast this spell using a spell slot of 3rd level or higheryou can target one additional creature for each slot level above 2nd.,Sorcerer
2,Enlarge/Reduce,1 action,30 feet,VSM ,Concentrationup to 1 minute,(a pinch of powdered iron) You cause a creature or an object you can see within range to grow larger or smaller for the duration. Choose either a creature or an object that is neither worn nor carried. If the target is unwillingit can make a Constitution saving throw. On a successthe spell has no effect. If the target is a creatureeverything it is wearing and carrying changes size with it. Any item dropped by an affected creature returns to normal size at once. Enlarge. The target's size doubles in all dimensionsand its weight is multiplied by eight. This growth increases its size by one category - from Medium to Largefor example. If there isn't enough room for the target to double its sizethe creature or object attains the maximum possible sizei n the space available. Until the spell endsthe target also has advantage on Strength checks and Strength saving throws. The target's weapons also grow to match its new size. While these weapons are enlargedthe target's attack with them deal 1d4 extra damage. Reduce. The target's size is halved in all dimensionsand its weight is reduced to one-eighth of normal. This reduction decreases its size by one category - from Medium to Smallfor example. Until the spell endsthe target also has disadvantage on Strength checks and Strength saving throws. The target's weapons also shrink to match its new size. While these weapons are reducedthe target's attacks with them deal 1d4 less damage (this can't reduce the damage below 1).,Sorcerer
2,Gust of Wind,1 action,Self (60-foot line),VSM ,Concentrationup to 1 minute,(a legume seed) A line of strong wind 60 feet long and 10 feet wide blasts from you in a direction you choose for the spell's duration. Each creature that starts its turn in the line must succeed on a Strength saving throw or be pushed 15 feet away from you in a direction following the line. Any creature in the line must spend 2 feet of movement for every 1 foot it moves when moving closer to you. The gust disperses gas or vaporand it extinguishes candlestorchesand similar unprotected flames in the area. It causes protected flamessuch as those of lanternsto dance wildly and has a 50 percent chance to extinguish them. As a bonus action on each of your turns before the spell endsyou can change the direction in which the line blasts from you.,Sorcerer
2,Hold Person,1 action,60 feet,VSM ,Concentrationup to 1 minute,(a smallstraight piece of iron) Choose a humanoid that you can see within range. The target must succeed on a Wisdom saving throw or be paralyzed for the duration. At the end of each of its turnsthe target can make another Wisdom saving throw. On a successthe spell ends on the target. At Higher Levels. When you cast this spell using a spell slot of 3rd level or higheryou can target on additional humanoid for each slot level above 2nd. The humanoids must be within 30 feet of each other when you target them.,Sorcerer
2,Invisibility,1 action,Touch,VSM ,Concentrationup to 1 hour,(an eyelash encased in gum arabic) A creature you touch becomes invisible until the spell ends. Anything the target is wearing or carrying is invisible as long as it is on the target's person. The spell ends for a target that attacks or casts a spell. At Higher Levels. When you cast this spell using a spell slot of 3rd level or higheryou can target one additional creature for each slot level above 2nd.,Sorcerer
2,Knock,1 action,60 feet,V,Instantaneous, Choose an object that you can see within range. The object can be a doora boxa chesta set of manaclesa padlockor another object that contains a mundane or magical means that prevents access. A target that is held shut by a mundane lock or that is stuck or barred becomes unlockedunstuckor unbarred. If the object has multiple locksonly one of them is unlocked. If you choose a target that is held shut with arcane lockthat spell is suppressed for 10 minutesduring which time the target can be opened and shut normally. When you cast the spella loud knockaudible from as far away as 300 feetemanates from the target object.,Sorcerer
2,Levitate,1 action,60 feet,VSM ,Concentrationup to 10 minutes,(either a small leather loop or a piece of golden wire bent into a cup shape with a long shank on one end) One creature or object of your choice that you can see within range rises verticallyup to 20 feetand remains suspended there for the duration. The spell can levitate a target that weighs up to 500 pounds. An unwilling creature that succeeds on a Constitution saving throw is unaffected. The target can move only by pushing or pulling against a fixed object or surface within reach (such as a wall or a ceiling)which allows it to move as if it were climbing. You can change the target's altitude by up to 20 feet in either direction on your turn. If you are the targetyou can move up or down as part of your move. Otherwiseyou can use your action to move the targetwhich must remain within the spell's range. When the spell endsthe target floats gently to the ground if it is still aloft.,Sorcerer
2,Mirror Image,1 action,Self,VS,1 minute, Three illusory duplicates of yourself appear in your space. Until the spell endsthe duplicates move with you and mimic your actionsshifting position so it's impossible to track which image is real. You can use your action to dismiss the illusory duplicates. Each time a creature targets you with an attack during the spell's durationroll a d20 to determine whether the attack instead targets one of your duplicates. If you have three duplicatesyou must roll a 6 or higher to change the attack's target to a duplicate. With two duplicatesyou must roll an 8 or higher. With one duplicateyou must roll an 11 or higher. A duplicate's AC equals 10 + your Dexterity modifier. If an attack hits a duplicatethe duplicate is destroyed. A duplicate can be destroyed only by an attack that hits it. It ignores all other damage and effects. The spell ends when all three duplicates are destroyed. A creature is unaffected by this spell if it can't seeif it relies on senses other than sightsuch as blindsightor if it can perceive illusions as falseas with truesight.,Sorcerer
2,Misty Step,1 bonus action,Self,V,Instantaneous, Briefly surrounded by silvery mistyou teleport up to 30 feet to an unoccupied space that you can see.,Sorcerer
2,Phantasmal Force,1 action,60 feet,VSM ,Concentrationup to 1 minute,(a bit of fleece) You craft an illusion that takes root in the mind of a creature that you can see within range. The target must make an Intelligence saving throw. On a failed saveyou create a phantasmal objectcreatureor other visible phenomenon of your choice that is no larger than a 10-foot cube and that is perceivable only to the target for the duration. This spell has no effect on undead or constructs. The phantasm includes soundtemperatureand other stimulialso evident only to the creature. The target can use its action to examine the phantasm with an Intelligence (Investigation) check against your spell save DC. If the check succeedsthe target realizes that the phantasm is an illusionand the spell ends. While a target is affected by the spellthe target treats the phantasm as if it were real. The target rationalizes any illogical outcomes from interacting with the phantasm. For examplea target attempting to walk across a phantasmal bridge that spans a chasm falls once it steps onto the bridge. If the target survives the fallit still believes that the bridge exists and comes up with some other explanation for its fall??t w as pushedit slippedor a strong wind might have knocked it off. An affected target is so convinced of the phantasm's reality that it can even take damage from the illusion. A phantasm created to appear as a creature can attack the target. Similarlya phantasm created to appear as firea pool of acidor lava can burn the target. Each round on your turnthe phantasm can deal 1d6 psychic damage to the target if it is in the phantasm's area or within 5 feet of the phantasmprovided that the illusion is of a creature or hazard that could logically deal damagesuch as by attacking. The target perceives the damage as a type appropriate to the illusion.,Sorcerer
2,Scorching Ray,1 action,120 feet,VS,Instantaneous, You create three rays of fire and hurl them at targets within range. You can hurl them at one target or several. Make a ranged spell attack for each ray. On a hitthe target takes 2d6 fire damage. At Higher Levels. When you cast this spell using a spell slot of 3rd level or higheryou create one additional ray for each slot level above 2nd.,Sorcerer
2,See invisibility,1 action,Self,VSM ,1 hour,(A pinch of Talc and a small sprinkling of powdered silver) For the durationyou see invisible creatures and objects as if they were visibleand you can see into the Ethereal Plane. Ethereal creatures and objects appear ghostly and translucent.,Sorcerer
2,Shatter,1 action,60 feet,VSM ,Instantaneous,(a chip of mica) A sudden loud ringing noisepainfully intenseerupts from a point of your choice within range. Each creature in a 10-foot-radius sphere centered on that point must make a Constitution saving throw. A creature takes 3d8 thunder damage on a failed saveor half as much damage on a successful one. A creature made of inorganic material such as stonecrystalor metal has disadvantage on this saving throw. A nonmagical object that isn't being worn or carried also takes the damage if it's in the spell's area. At Higher Levels. When you cast this spell using a spell slot of 3rd level or higherthe damage increases by 1d8 for each slot level above 2nd.,Sorcerer
2,Spider Climb,1 action,Touch,VSM ,Concentrationup to 1 hour,(a drop of bitumen and a spider) Until the spell endsone willing creature you touch gains the ability to move updownand across vertical surfaces and upside down along ceilingswhile leaving its hands free. The target also gains a climbing speed equal to its walking speed.,Sorcerer
2,Suggestion,1 action,30 feet,VM ,Concentrationup to 8 hours,(a snake's tougne and either a bit of honeycomb or a drop of sweet oil) You suggest a course of activity (limited to a sentence or two) and magically influence a creature you can see within range that can hear and understand you. Creatures that can't be charmed are immune to this effect. The suggestion must be worded in such a manner as to make the course of action sound reasonable. Asking the creature to stab itselfthrow itself onto a spearimmolate itselfor do some other obviously harmful act ends the spell. The target must make a Wisdom saving throw. On a failed saveit purses the course of action you described to the best of its ability. The suggested course of action can continue for the entire duration. If the suggested activity can be completed in a shorter timethe spell ends when the subject finishes what it was asked to do. You can also specify conditions that will trigger a special activity during the duration. For exampleyou might suggest that a knight five her warhorse to the first beggar she meets. If the condition isn't met before the spell expiresthe activity isn't preformed. If you or any of your companions damage the targetthe spell ends.,Sorcerer
